date,avg_temp,max_temp,min_temp,rain_fall,cloud,sunshine,moist,price
36605,7.1,13.2,1.4,0,3.1,7.9,58.4,1290
36606,8.1,12.5,4.5,0,5.5,4.5,48.1,1290
36607,10.3,16.9,3.9,0,2.6,7.6,48,1290
36608,7.3,10.1,4.8,1.2,9.5,0,75.5,1290
36609,4.8,8.3,2.1,0,0,8.4,37.9,1290
36610,6,11.3,0.7,0,0.9,7.9,46.9,1290
36611,8.4,14.5,2.7,0,0.8,8.3,56.5,1290
36612,13.1,18.9,5.1,1.2,5.4,3.7,50.6,1290
36613,11,15.8,6,0.1,9.8,1.3,65.1,1290
36614,7.7,11.9,3.8,0.1,6.1,6.5,54.9,1290
36615,9,14.2,4.6,0,3,7.2,49.4,1290
36616,10.7,16.5,5.7,0,4.4,4.7,38.4,1290
36617,10.3,16.1,4.2,0,4.8,8.2,34.1,1290
36618,12.1,16.9,7.3,0,7.3,1.5,37.9,1290
36619,13.4,19,7.6,0,2.4,8.7,48.1,1290
36620,14,20.4,9.1,0,4.6,5.7,48.1,1290
36621,9.6,13.3,6.1,0,3.8,8.5,48.5,1290
36622,8.6,14,3.4,0,0,9.5,44.3,1290
36623,8.9,12.6,5.8,0,2.1,3.8,47,1310
36624,9.6,17,4.1,0,0,8.5,45.8,1330
36625,11.8,19.2,5.9,0.8,6.9,4,47.5,1330
36626,6,9.7,2.9,4.2,3.9,8.7,50.9,1330
36627,8.6,14.9,1.8,0,0,8.1,54.6,1350
36628,11.9,17,7,0,4.8,5.7,61.8,1350
36629,13.3,18.7,9.1,0,7.8,3.8,64.8,1360
36630,13.1,17.8,7.9,0,7.9,4.7,38,1370
36631,12,18.1,8.8,1.4,7.8,2.2,48,1400
36632,11.4,16.4,5.3,0,0.9,7.3,53.9,1410
36633,12.9,19.9,7.1,0,3.3,5.5,64,1420
36634,14.8,17.7,11.2,0,9.4,1.9,54.5,1420
36635,14.6,20,10,4,6.3,2,64.6,1460
36636,15.5,23.5,9.2,0,6.4,7.8,60.5,1460
36637,12.1,14.9,10,9,9.8,0,83.9,1480
36638,9.6,11.9,7.5,4.1,5.4,1.5,72.8,1480
36639,11,15.4,7.2,0,1.5,7.4,57.4,1480
36640,12.6,17.8,7.2,0,3.6,8,52.8,1480
36641,15.4,20.9,9.8,0.5,9.6,0.1,44,1480
36642,11.3,14.4,9.3,3.1,10,0,84,1480
36643,9.5,10.4,8.2,3.6,7.6,0,89.6,1480
36644,12.4,19.2,5.8,0,1.8,8.1,66.1,1480
36645,15.5,22.3,8.2,0,3.5,9.1,48.5,1460
36646,14.5,18.6,11.2,0,6.9,6.3,59.4,1460
36647,14.2,19.2,10.8,0,8,2.8,71.1,1460
36648,13.8,20.3,7.9,0,2.3,6.8,59.1,1460
36649,15.6,22.3,9.5,0,0.6,9.1,54.3,1480
36650,18,24.1,11.2,0,2.4,4.8,43,1520
36651,16.9,22.2,12.9,1.8,7.8,1.1,55,1525
36652,15.5,19.6,12.3,1.8,5.8,7.3,63,1530
36653,14.7,19.8,9.5,0,0,8.6,53.6,1530
36654,17,23.7,9.9,0,3,9.4,55.4,1530
36655,20.1,26.4,12.6,0,8.6,3.5,46.3,1530
36656,14.3,18.9,10.9,20,10,0,78.4,1530
36657,11.7,14.2,10.1,7.6,7.9,0,86.4,1530
36658,14.2,18.6,9.7,0,8.1,0.4,74.4,1530
36659,18.1,24.5,10.2,0,2.1,8.7,61.3,1530
36660,18.5,24.4,12.7,0,4.5,5.9,61,1530
36661,16.9,22,13.9,0,8,2,67.5,1530
36662,16.7,20.1,13.4,0.6,9.1,0.8,75.9,1530
36663,17.5,22.6,14.2,0,7.3,2.9,75.8,1520
36664,16.9,23.8,11.8,0,7.9,4.3,73.9,1520
36665,15.7,20.1,12.7,27,8.3,1.5,83,1520
36666,15.2,20.7,11.4,0,7.6,3.7,80.3,1520
36667,16.7,23,11.2,0,6.8,4.3,66.1,1520
36668,20.2,25.5,16.4,0,6.4,5.7,63,1520
36669,19.3,25.1,15.1,0,7.5,2,79.3,1520
36670,21.9,27.4,17.2,0,3.6,8,70.3,1520
36671,23.9,30.5,17.9,0,3.6,9.2,58.8,1480
36672,22.6,27.7,18.3,3.1,8.5,1.1,62.8,1480
36673,18,19.1,16.7,13.3,9.9,0,93,1480
36674,18.8,23.7,14.2,0,3.4,8.2,67.5,1480
36675,20.7,27,13.2,0,2.4,8.9,56.1,1480
36676,18.8,22.5,15.6,0,8.5,0,63.1,1480
36677,19.9,25.7,15.8,0,4.8,7.3,59.8,1460
36678,20.4,26.3,15.1,0.3,5.4,6.5,68.8,1440
36679,21.8,28.3,16.1,0,5.9,5,68.3,1440
36680,24.9,31.6,18.5,0,5.8,6,64.5,1440
36681,25.9,32.5,19.1,0,4.9,8,44,1460
36682,24.6,31.1,19.1,0,0.5,10.5,46,1480
36683,22.3,28.3,17.4,0,1.8,9.8,61.8,1480
36684,22.4,27,17.5,0,7.8,3.8,57.1,1480
36685,20.6,23.2,18,0.4,9.9,0,64.9,1480
36686,20.1,27.1,14.6,0,5.4,4,65.8,1470
36687,20.3,25.5,17,3.2,7.3,3.3,68.4,1470
36688,21.7,27.7,15.9,0,4.9,6.5,60,1470
36689,23,29.5,16.7,0,3.1,7.7,47.8,1470
36690,22.9,29.7,16.4,0,4,8.9,57.6,1490
36691,24.4,29.7,19.3,0,4.9,6.4,58,1460
36692,24.9,32,19.2,0,6.5,5.8,67.8,1460
36693,25.3,30,20.2,0,9.3,0.8,69.4,1460
36694,25.6,30.5,22,0,7.5,0,64.6,1460
36695,26.3,33.9,21.1,0,1.9,7.8,57.9,1480
36696,25.9,33.3,20,0,0.6,8.9,56.9,1470
36697,26.1,32.4,20.4,0,5.5,1.4,64,1470
36698,26,32.5,21.5,0,6.4,3.7,59.3,1490
36699,23.3,28.4,20.2,9.8,9.8,0.8,73.3,1500
36700,23,26.8,20.6,0.3,9.9,0.1,77.1,1500
36701,24.5,28.3,20.1,0,7,2.5,69.4,1500
36702,25.1,28.1,21.7,0,8.5,1.5,71.3,1500
36703,24.1,26.6,22.6,7.5,10,0,83.6,1500
36704,24.3,29.3,20.4,21.4,7.9,2.4,72.9,1500
36705,25.9,33.4,19.9,0,0.8,9.9,63.1,1500
36706,23.3,25.7,20.9,21.5,9.5,0,84.1,1510
36707,23,26.8,20.5,3.7,7,1,82.4,1510
36708,25.6,31,19.9,0,6.9,2.7,69.3,1510
36709,27.2,33,24.1,0,5.4,5.1,73.4,1510
36710,28.1,33.2,23.2,0,2.6,8.5,69.9,1510
36711,28.2,33.8,23.2,0.1,5,5.4,68.8,1510
36712,28.4,33.9,22.8,0,2.6,6.5,68.6,1510
36713,29,34.2,23.8,0,2.4,10,67.8,1510
36714,27.8,33.4,24.2,0,3.6,6.8,62.3,1510
36715,27,33,22.1,0,3.3,6.9,52.4,1510
36716,26.8,30.5,22.7,0,2.3,6.1,67.3,1520
36717,28.7,34,22.8,0,6.4,5.6,60.9,1530
36718,23.5,27.8,20.1,23,10,0,88.9,1530
36719,25.4,28.7,20.1,4,9,3.3,81,1530
36720,25.9,31,23.1,0,9.3,1.7,79.1,1540
36721,26.6,30.6,23,0,6.9,4.3,72.1,1540
36722,26.6,30.7,24,0,8.5,1.4,74.8,1540
36723,25.7,28.6,23.5,0,9.8,0.8,80.4,1540
36724,27,30.5,25.1,0,8.1,1.4,77.6,1540
36725,27.7,32,25.1,2,7.6,0.6,77.3,1540
36726,26.8,28.9,24.7,15.8,10,0,85.1,1560
36727,27.9,31.8,25.2,1.7,8.8,1.7,80.1,1560
36728,27.5,30.6,25.6,0,9.4,0.3,79.1,1560
36729,24.8,26.2,23.8,60.6,9.9,0,92.8,1560
36730,25.5,29.5,22.7,0,8.3,2.7,76.6,1560
36731,26.5,31,22.6,0,6,6.2,71.4,1560
36732,25.8,29.7,22.3,0,6.6,2.4,74.6,1590
36733,26.9,31.9,21.7,0,2.9,5.3,69.8,1590
36734,28.3,33.1,23.5,0,3.9,4.9,65.9,1630
36735,28.3,31.7,25.5,0,9.8,0.3,65,1630
36736,27.5,29.7,25.2,5.6,9.4,0.6,77.9,1630
36737,23.9,26.6,20.6,1.5,9.6,0.1,78.8,1610
36738,25.3,30.4,20.7,0.4,5.3,6.6,68,1590
36739,26.3,31.2,21.2,0,3.3,5.9,69.5,1590
36740,28.8,35.1,22.6,0,1.8,9.1,59.8,1610
36741,28.3,32.7,23.4,0.2,5.1,6.4,61.6,1610
36742,24.6,29.4,21.5,32.7,9.5,1.7,84.3,1610
36743,25.2,28.4,23.2,3.4,9.6,0.3,90.9,1610
36744,24.4,25.5,23.5,7.9,10,0,92,1635
36745,24.6,28.2,23,43.4,9.1,0.1,92,1660
36746,26.5,31.7,22.9,0,8.1,1.7,81.6,1660
36747,26.9,31.6,23.5,14.5,5,5,77.1,1830
36748,27.5,32.2,23.6,0,4.4,5.2,76,1990
36749,28,32.9,24.3,0,4.5,7.3,73.5,1990
36750,28.6,33.1,23.6,0,3.5,7.1,73.1,1990
36751,28.9,33.3,24.6,0,3,5.9,67.8,1990
36752,28.1,32.2,25.2,0,4.9,7.6,73.4,1990
36753,28.3,32.6,24.8,0,5.1,4.8,73,1990
36754,28.3,32.3,24.6,0,4.6,0.9,72.8,1990
36755,28.8,35,25,0,3.4,4.9,68.4,1940
36756,28.9,34.5,25.5,0,6.6,5.3,67.3,1940
36757,24.6,26.9,22.1,14.2,9.9,0,83,1940
36758,22.1,24.6,20.3,71.1,10,0,95.9,1965
36759,22.7,26.2,19,27.2,9.5,1.7,86.3,1990
36760,25.1,28.8,21.7,0,2.8,8.2,74.5,1990
36761,25.4,30.2,21.1,3.3,7.6,4.7,75.6,1990
36762,23.4,25.4,21.8,10.1,10,0,88.8,1990
36763,22,23.5,20.6,122.9,10,0,94.8,1990
36764,22.1,23,21,89.3,10,0,96,1990
36765,25,27.1,22.5,26.1,10,0,89.8,1990
36766,25.3,29,23.3,82.3,8.1,1.2,90.1,1990
36767,28.1,32.5,23.1,0,5.1,8.4,74.3,1990
36768,29.1,33.6,24.2,0,2.6,9.4,64.3,1990
36769,25.4,27.5,22.6,50.8,8.3,0,83,1990
36770,24.4,26,22.8,7.1,10,0,88.4,1990
36771,26,30.6,23.3,0,8,4.5,81.3,1990
36772,25.1,31,22.5,9.5,6,3.1,83.1,1990
36773,24.9,29.9,20.1,0,0.4,9.5,61.3,1990
36774,23.6,28.5,18.4,0,2.9,8.6,66.6,1990
36775,22.5,25.9,19.8,5.8,8.6,2.5,81.4,1990
36776,20.7,22.8,19.2,0.1,9.9,0,69.6,1990
36777,20.6,23.2,18,0.6,10,0,75.3,2030
36778,20.2,22.8,17.1,0.3,8.9,0,74.1,2030
36779,22.2,28,17.1,0,6.1,7.9,59.1,2030
36780,21.3,25.7,18.4,0,4.8,5.2,55.6,2030
36781,20.1,24.2,16.3,0,8.1,1.6,52.5,2030
36782,16.5,19.6,15,8.2,10,0,83.5,2030
36783,16.7,18.1,14.8,16.7,9.9,0,87.6,2030
36784,17,18.2,15.5,60.8,10,0,91.9,2030
36785,16,18.1,14.5,68.8,10,0,91.9,2030
36786,19.2,23.8,14.9,0.1,1.4,6.6,65.8,2030
36787,18.6,23.6,12.9,0,0.3,8.6,60.3,2030
36788,19.1,25.7,11.9,0,0,8.7,63.3,2180
36789,21.4,27.5,15.6,0,5.5,4.1,71.4,2180
36790,21.3,25.7,18.6,0,7.9,1.5,68.6,2180
36791,21.7,26.1,18.5,0,6.6,5,70.3,2230
36792,21,25.9,17.5,0,2.6,5.7,72.9,2230
36793,20.5,24.3,17.1,0,5.1,3.1,81,2230
36794,20.2,24.8,17.3,0,4.3,4,71.6,2230
36795,20.2,26,13.8,0,1.8,7.1,62.3,2230
36796,20.6,25.9,15.4,0,5.3,5.7,58.6,2230
36797,17.9,19.4,16.3,0.5,9,0,62.8,2230
36798,20.4,26.7,13.7,0,1.8,8.6,52.5,2230
36799,20.1,25.3,15.8,0,4.6,4.8,63.8,2230
36800,20.3,25.5,15.5,0,6.3,3.9,72.4,2230
36801,19.4,21.8,17.6,0.4,7.9,1.1,80.5,2230
36802,17.7,21.9,14.6,0,0.5,8.9,58.6,2195
36803,16.9,21,11.6,0,5,3.8,60.6,2160
36804,19,23.4,14.9,0,4.5,4.3,71.5,2140
36805,19.3,24.6,16,0,3.3,3.4,74.1,2140
36806,20.2,26.5,14.5,0,0.8,7.2,67.1,2140
36807,20.7,25.8,15.4,0,3.6,5.6,69.5,2140
36808,20.2,25.3,16.1,0,1.9,5.1,72.6,2140
36809,18.5,21,15.6,0.1,9.8,0,78,2120
36810,15,16.6,12.6,2.6,10,0,88,2120
36811,10.6,14.6,8,0,5.8,6.5,45.1,2120
36812,10,13.9,5.7,0,4.5,6.6,43.3,2120
36813,11.6,16.3,6.4,0,4,3.9,58.1,2120
36814,13.7,20.2,8.4,0,0.1,7.5,61.1,2065
36815,11.7,17.6,6.3,0,1.9,8.1,49.5,2065
36816,12.4,15.1,8.5,0.6,8.8,0,75.1,2010
36817,14.5,19.8,9.9,0,2.1,5.7,70.1,1990
36818,14.2,19.2,10.1,0,5.4,3.3,68.5,1990
36819,15.9,20.9,11.8,0,7,3,76.5,1960
36820,14.7,20.8,9,0,2.1,7,58.3,1940
36821,14.2,17,9.8,0,7.8,0,62.3,1910
36822,16.7,22,12.7,0.4,5.3,4.1,65.3,1880
36823,14.9,15.8,14,11.8,7.9,0,87.1,1800
36824,14.3,17.8,9.9,2.2,6.1,4.8,66,1780
36825,10.3,15,6.8,0,0.6,7.7,40.1,1780
36826,12.4,19,5.6,0,1.1,7.4,51,1760
36827,12.2,14.5,10.3,0,9.1,0,60.9,1760
36828,10.4,12.4,7.2,0,7.8,0,52.8,1760
36829,8.9,14.5,3.5,0,0,6.7,51.9,1760
36830,10.5,16.3,3.6,0,4.9,5.7,50,1720
36831,12.6,15.3,10.1,0,9.6,0,59.6,1720
36832,14,19.4,9.4,0,1.6,7.5,58.8,1680
36833,12.9,19.4,7.4,0,0,6.2,56.8,1680
36834,13.5,17.3,9.4,0,4.6,2.5,72,1680
36835,12.4,17.2,8.5,0,0.4,7.3,46.1,1670
36836,13,20.3,6.9,0,0.6,6.3,48,1660
36837,9.8,15.3,1.8,0,2.5,4,50.3,1600
36838,2.7,6.4,0,0,5,0.5,42.5,1580
36839,4.9,8.9,-0.1,0,5.4,1.7,37.5,1580
36840,4.2,7.2,0.3,1.4,8.9,0,70.8,1580
36841,1.9,6.5,-1.7,0,2.9,4.7,57.3,1580
36842,4.1,8.7,-0.5,0,5.4,2.6,58.3,1550
36843,6.4,11.5,0.9,0,3.5,4,63.1,1520
36844,8.8,13.6,4.5,0,4.4,4,64.8,1500
36845,10.5,13.1,7.9,0,8.1,0,53.3,1480
36846,6.1,9.4,3.9,8.8,9.3,0,74.6,1460
36847,5.4,7.5,2.5,0,5.9,1.1,70.9,1460
36848,3.4,7.5,-0.1,0,1,5.4,46.4,1460
36849,6.7,11.7,1,3.2,6.9,4.4,53.3,1420
36850,4.6,6.9,1.8,10.9,8.4,0,82.4,1380
36851,0,3.1,-2.5,0,1.4,6.6,48.4,1380
36852,2,7.3,-3.8,0,0,5.9,46.1,1380
36853,5.8,10.1,-0.2,0,5.8,2.2,57.3,1380
36854,9.2,13,5.6,0,7.5,0.3,61,1400
36855,10,15.4,5,0,1.1,5.9,60.9,1400
36856,7.2,10.4,1.8,2.8,5.8,0.2,72.4,1390
36857,3.2,6.9,-0.7,0,0.1,6.7,42.8,1380
36858,3.1,6.2,0.2,0,2.3,6.6,40.5,1360
36859,3.8,7.6,-1.5,0,2.9,4.7,53.3,1320
36860,6.4,10.1,3.2,0,6.6,1.3,58.9,1300
36861,6.2,11,1.9,0,0.6,5.4,56.5,1300
36862,6.7,11.6,2.1,0,6.4,2.5,55.9,1300
36863,2.4,7.4,-1.1,0,1.4,6.6,46.6,1300
36864,1.8,5.9,-3.7,0.9,2,5.6,47.5,1300
36865,1.4,6.1,-3,0,0.5,5.8,58.3,1250
36866,0.1,4.5,-4.8,0,0.9,3.9,49.4,1250
36867,4.3,7,-0.1,0,7.8,0.1,45.5,1210
36868,8,11.3,4.7,0,5.9,2.2,60.1,1210
36869,8.1,11.9,3.9,0,5.8,2.3,66.3,1210
36870,2.5,9.9,-5.2,2.2,4.9,3,57,1210
36871,-6.6,-3.7,-9.1,0,0,6.3,35.3,1210
36872,-4.6,-0.5,-9.2,0,3.1,6.1,49.8,1200
36873,-0.2,4.4,-4.4,0,5.4,2.1,73.5,1200
36874,3.5,7.4,-1.3,0.7,3.4,1.5,72.8,1160
36875,7.6,10,4.6,4.7,7.3,1.7,78.3,1160
36876,-0.6,5.9,-2.8,0,0.4,6.8,37,1160
36877,-0.5,4.1,-4.8,0,2.5,1.3,45.3,1150
36878,2.7,5.3,-1.2,3.2,8.1,0,63.3,1140
36879,1.5,4.8,-1.4,0.1,7,2.6,69.8,1080
36880,0.9,2.4,-0.4,0,6.8,0.2,75.3,1060
36881,1,4.6,-2.7,0,2.5,5,57.9,1050
36882,5.4,8.3,0.9,0,9,1,60.1,1020
36883,2.9,7.5,-0.1,13.9,5.3,1.6,67.4,1020
36884,-0.2,1.9,-2.3,0.3,6.4,2,62.1,1020
36885,-6.4,-1.3,-9.7,0.6,1.3,6.5,51.9,1020
36886,-8.7,-6.4,-11.4,0,0,6.5,49.3,1020
36887,-3.9,0,-9.1,0,6.1,2.8,50.4,1020
36888,-2.3,0.7,-4.6,0,3,4,67.8,1030
36889,-2.2,1.9,-6.5,0,1.8,3.7,63.3,1030
36890,2.3,7,-1.7,0.4,8,2.3,55.1,1030
36891,-5.8,2.3,-8.2,0,0,5.2,56,1030
36892,-4.5,-0.8,-9.5,1.2,6.5,2.6,63.5,1210
36893,-4.3,-0.2,-9.1,0,5.9,0,59,1210
36894,-8.3,-5.2,-10.4,0,0.3,5.3,46.5,1210
36895,-9.8,-6.7,-12.5,0,0,4.6,46.1,1160
36896,-6.8,-2.2,-11,0,1.3,2.4,56.4,1188
36897,-2.9,0.9,-8.8,0,4.3,4,49,1198
36898,0.4,1.1,-0.9,21.7,9.9,0,84.8,1198
36899,2,4.9,-0.2,0,3,6.7,67.4,1198
36900,-0.4,3,-6,8.9,7.5,0,80.3,1198
36901,-5,-1.5,-9.1,0.3,2.9,5.9,58.4,1198
36902,-8,-2.2,-14.4,0.2,1.1,5,53.3,1180
36903,-10.7,-7.6,-15,0,2.1,4.7,46.4,1170
36904,-10.2,-6.7,-15,0,2.8,5,52.6,1170
36905,-15.3,-11.3,-17.7,0,0.8,5.1,52.4,1175
36906,-15.5,-12.4,-18.6,0,0,6.3,56,1180
36907,-13.4,-10,-16.8,0,0.1,6.4,53.3,1180
36908,-8.4,-4,-15.1,0,4.4,4.7,56,1190
36909,-0.9,2.5,-4.4,0,5.4,1.7,73.4,1180
36910,0.3,3.8,-3.3,0,8.5,0.2,73,1210
36911,0.4,3.5,-2.1,1.2,6.8,0.4,84,1210
36912,-1.5,1,-3.9,0,5.5,0,70,1210
36913,-1.4,2.5,-3.9,0,6.3,0.7,67,1210
36914,-2.8,1.7,-6.7,0,0.8,5.9,59.5,1210
36915,0.3,3.9,-4.3,0,5.9,0.7,57.8,1210
36916,3,6.8,-0.2,0,3,4.8,61,1210
36917,1.2,2.8,0,0,9.1,0,55.6,1210
36918,0,1.8,-1.8,1.9,9.4,0.6,80.6,1230
36919,-3,0.5,-6.9,0,2,5.4,60.5,1235
36920,-2.6,1.8,-8,0,2.1,2.5,62.5,1240
36921,-0.5,2.6,-2.7,0,0.9,5.4,63.5,1240
36922,-0.3,1.9,-2.8,4,8.1,0,73.9,1240
36923,-5.8,0.6,-9.1,0,0,6.8,50.3,1240
36924,-4.9,-0.9,-10.4,0.1,5,4.2,64.9,1260
36925,0.1,3.7,-3.4,0,7.3,3.4,67.6,1260
36926,1.3,5.2,-1.2,0,3.8,4.2,66.8,1260
36927,1.5,5.7,-2.1,0,2.3,4.3,68,1260
36928,2.6,6.3,-0.7,0,3,4.1,69.6,1260
36929,-2.6,1.7,-8.1,0,3.5,4.7,51.1,1260
36930,-4.9,-0.8,-9,0.1,2.3,7.1,50.9,1240
36931,-0.9,4,-4.7,0.5,4,2,74.4,1190
36932,-1.4,1.7,-3.8,0,3.8,4.3,42.1,1190
36933,-3.5,0.1,-6.5,0,5.3,6.4,29.4,1210
36934,-4.2,0,-6.6,0,5.3,3.7,35.3,1230
36935,-3.9,-0.1,-6.4,0,5.3,2.7,36,1230
36936,-3.6,-0.1,-6.7,0,0.9,7.3,41.1,1230
36937,-3.4,0.1,-5.2,23.2,7.6,0,78.6,1230
36938,-6.1,-3.6,-8.6,0,1,7.8,51.3,1220
36939,-2.3,0.7,-7,0,8.9,0.2,63.3,1220
36940,2.7,5.6,-0.6,0,8.6,2.4,71.5,1220
36941,3.5,7.1,1.3,0,4.5,6.4,70,1220
36942,4.1,9.8,-0.7,0,1.4,6,63.9,1180
36943,5.9,9.2,3.7,0,4.4,3,65.5,1180
36944,6.4,12.2,1.7,0,3.1,4.8,69.3,1160
36945,3.5,6.2,0.4,8.2,10,0,77.9,1160
36946,0,2.3,-2.2,4.9,7.4,0.2,76.6,1160
36947,-0.5,3.8,-4.7,0,0.5,7.9,46.6,1160
36948,1.9,6.9,-3.1,0,0.9,7.5,54.8,1160
36949,3,8.1,-0.8,7.7,6.9,2.4,68,1160
36950,3.4,8.5,0.1,1,7.4,3.2,75.5,1160
36951,4.9,8.5,1.7,0,7.6,7.3,61.8,1155
36952,4.2,8.4,0.6,0,8,0,75.4,1150
36953,3.4,9.3,-0.1,11.2,8.6,0,76.3,1140
36954,-1.4,0.2,-3.5,0.8,5.9,2.6,63.1,1155
36955,1.9,5.5,-1.8,0,2,6.8,43.8,1170
36956,3.4,8.1,0.5,0,9,0,65.5,1170
36957,-1.6,1.7,-4,0,3.3,6.2,49.6,1170
36958,-3.6,-0.9,-6.1,0,4.8,4.4,46.9,1180
36959,-0.1,3.6,-5.3,0,4.4,7.2,48,1190
36960,2.1,4.9,-1.3,0,2.5,8.3,52.3,1190
36961,0.6,5.4,-3.6,0,1.3,7.6,47.3,1195
36962,2.1,6.4,-2.2,0,0.1,7.9,44.3,1200
36963,4.9,11.5,-1.5,0,0.5,7.8,47.1,1200
36964,8,12.5,3.3,1,8.3,1,62.5,1200
36965,4,9.2,0.1,0,2.4,7.7,54.9,1200
36966,6,12,-0.5,0,3.5,6.1,43.1,1208
36967,7.5,10.3,5.1,0,8.5,0.2,52,1208
36968,7.7,12.5,3.5,0,4.3,6.4,59.9,1208
36969,8.2,12.9,4.3,0,8,0,73.9,1208
36970,11.3,15.7,7.3,0,2.5,5.2,51,1198
36971,12.6,19.4,5.6,0,0.3,8.5,29.9,1198
36972,11.3,15.2,6.9,0,2.3,5.7,30.5,1198
36973,10.6,17.1,4.7,0,3.9,5.7,33.5,1198
36974,13.4,21,6.2,0,4.9,8,26.1,1198
36975,9.9,14.3,3.2,0,6.3,3.1,39.6,1198
36976,3.5,7.9,0.4,0,0.4,7.7,35.5,1198
36977,2.9,7.5,0.2,2.4,6.8,0.4,57.3,1198
36978,3.9,9.5,0.4,2.7,5.6,6.5,60,1258
36979,3.3,8.1,0.2,0,4.4,3.2,51.9,1278
36980,4.5,9.4,2,0,5.1,4,61.1,1288
36981,5.2,11.3,1.1,0,2.3,5.5,48.4,1288
36982,6.7,11.7,2.3,0,2.1,5.9,61,1268
36983,7,8.8,4.9,0,6.9,0,77.9,1248
36984,8.9,15,2.1,0,0.5,8.5,48.4,1248
36985,10.4,16.6,5,0,2.1,8.2,37.5,1248
36986,9.4,14.2,5,0,4.5,4.7,53.3,1268
36987,12.1,17.5,6.8,0,8.4,1,45.6,1288
36988,13.6,16.7,10.6,0,7.1,0.3,59.5,1288
36989,16.3,21.5,10.2,0,8.4,4.8,57.3,1308
36990,20.8,28.2,13.2,0,4.8,8.2,43.3,1328
36991,17.9,23.8,13,0,6.6,3.8,48.5,1333
36992,9.3,13.4,5.9,6.5,8.8,0,69.6,1333
36993,9.1,14.3,5.4,0,0.5,8.3,45.5,1333
36994,10.7,16.3,6,0.8,4.6,7.7,49.4,1333
36995,9.1,13.7,5.1,4.3,3.5,7.9,60.5,1333
36996,12.9,19.7,8.2,0,1.4,7.7,63.4,1363
36997,15,21,9.9,0,2.3,8.2,40.8,1393
36998,15.9,24,8,0,0,9.7,35.4,1393
36999,16.7,24.1,10.3,0,1.1,9,44,1373
37000,13.2,20,10.5,0,7,4.2,73.1,1373
37001,14.5,20.6,10.2,0,3.8,7.8,55.8,1373
37002,14.1,21.3,9.6,0,1.8,8.8,45.4,1373
37003,14.6,20.5,9.6,0,1.1,8.7,41.9,1388
37004,12.4,18.2,8.9,0,2.9,7.4,53.1,1403
37005,13.3,20,9.2,0,4.9,8.2,42.9,1403
37006,14,18.9,8.8,0,3.8,8.3,34.8,1365
37007,14.1,20.2,9.7,0,2.3,6.7,42,1365
37008,16.3,22.7,8.4,0,1.6,7.7,39.9,1379
37009,17.3,20.6,12.9,0,8,0,36.5,1379
37010,20.5,26.7,16.1,0,9.6,1.2,43.1,1379
37011,20.8,27.2,15.5,0.7,5.4,4.9,50.6,1379
37012,17.2,19.4,15.1,0.1,9.6,0,47,1374
37013,16.2,20.3,13.7,0,7,1.3,55.4,1369
37014,16.1,22,11.7,0,7,0.4,55,1369
37015,15,19.1,12.5,0.8,8.1,0.1,70.6,1389
37016,17.5,23.9,12.4,0,4.3,5.4,63.5,1404
37017,19.9,25.9,14.1,0,4.8,8.5,58.6,1404
37018,18.3,22.5,16.1,5.4,9.1,0.7,80.3,1419
37019,20.4,27.9,15.3,0,4.4,8.5,60.1,1419
37020,13.4,18,11,1.5,5.5,2,76.3,1439
37021,15.2,21.1,10.4,0,2.5,7.5,59,1389
37022,15.7,21.8,11.2,0,1.1,8.8,57.8,1389
37023,17.1,24.4,11.3,0,0,9.7,56.3,1389
37024,18.9,26.6,11.9,0,0.4,10.3,47.4,1399
37025,19.7,27.1,13.7,0,3.6,8,35.3,1409
37026,16.1,19,13.1,0.7,7.1,0,73.1,1409
37027,17.7,23.1,11.8,0,1.3,8.5,50.9,1439
37028,20.2,27.7,14.2,0,0,8.5,56.8,1459
37029,17.9,20.1,16.3,0.1,9.8,0,78.6,1489
37030,20.8,27.3,17.1,0,4.1,6.9,70,1489
37031,22.1,28.2,17.6,0,8.1,7.3,68.3,1489
37032,24.6,31.5,18.6,0,7.4,5.3,55.6,1489
37033,20.3,24.8,18,7.9,9.3,0,70.5,1520
37034,23.2,29.4,17.9,0,3.3,6.6,53.8,1520
37035,22.6,27.7,18,0,2.8,6.8,54.6,1510
37036,21.4,26.9,18.6,0,6.6,4.9,71.3,1510
37037,20.2,25.4,17.4,0,8.5,0.6,71.3,1510
37038,20.5,27,15.6,0,1.5,9.8,57.9,1520
37039,21.5,29,15.1,0,0.1,10.2,50.4,1530
37040,23.2,30.7,17.7,0,6.4,8.2,56,1560
37041,19.5,21.5,17.1,0,10,0,70.3,1560
37042,19.7,26.4,15.5,0,3.3,8.3,57,1632
37043,18.8,22.5,15.6,0,3.5,4.4,66.5,1642
37044,22,28.8,16.3,0,2.1,8.9,55,1662
37045,23.8,31.2,17,0,0.6,9.4,46.9,1687
37046,22.4,30.1,18.8,0,8.3,3,67.4,1712
37047,20.9,25.3,18.6,0,9.3,0.3,73.9,1820
37048,23.2,30.8,17.5,0,5.8,6.8,62.8,1846
37049,25.3,32.6,18.8,0,0.4,8.5,51.5,1878
37050,24.9,31.3,20.4,0,1.4,7.4,54.9,1922
37051,24.8,31.7,19.8,0,1.9,7.1,59.8,1922
37052,25.8,32.7,20.8,0,4.1,7,54.3,1962
